row	column	plant	year	circ	ar	round	solidity	column_row	irrigation	rootstock	block	rootstock_irr
10	B	1	2016	0.281	1.123	0.89075	0.801	B_10	full	SO4	B1	SO4_full
10	B	3	2016	0.29525	1.14275	0.877	0.8125	B_10	full	SO4	B1	SO4_full
10	B	4	2016	0.27325	1.23625	0.80975	0.793	B_10	full	SO4	B1	SO4_full
10	C	1	2016	0.26	1.20275	0.8325	0.77625	C_10	full	OWN	B1	OWN_full
10	C	2	2016	0.26525	1.1925	0.8395	0.7745	C_10	full	OWN	B1	OWN_full
10	C	3	2016	0.24275	1.188	0.842	0.76525	C_10	full	OWN	B1	OWN_full
10	C	4	2016	0.2485	1.1975	0.84325	0.76725	C_10	full	OWN	B1	OWN_full
10	D	1	2016	0.26475	1.15775	0.86625	0.79175	D_10	full	1103P	B1	1103P_full
10	D	2	2016	0.2585	1.1255	0.89075	0.7735	D_10	full	1103P	B1	1103P_full
10	D	3	2016	0.27175	1.17925	0.85075	0.80825	D_10	full	1103P	B1	1103P_full
10	D	4	2016	0.264	1.158	0.865	0.795	D_10	full	1103P	B1	1103P_full
10	E	1	2016	0.3065	1.19125	0.84375	0.819	E_10	full	1103P	B4	1103P_full
10	E	2	2016	0.2425	1.222	0.81975	0.75425	E_10	full	1103P	B4	1103P_full
10	E	3	2016	0.296	1.195	0.837	0.8265	E_10	full	1103P	B4	1103P_full
10	E	4	2016	0.28575	1.247	0.80375	0.80675	E_10	full	1103P	B4	1103P_full
10	F	1	2016	0.25525	1.22975	0.82375	0.79475	F_10	full	SO4	B4	SO4_full
10	F	2	2016	0.2585	1.196	0.83875	0.779	F_10	full	SO4	B4	SO4_full
10	F	3	2016	0.28225	1.17625	0.85075	0.794	F_10	full	SO4	B4	SO4_full
10	F	4	2016	0.26175	1.107	0.905	0.786	F_10	full	SO4	B4	SO4_full
10	G	1	2016	0.27025	1.20325	0.83425	0.79175	G_10	full	3309C	B4	3309C_full
10	G	2	2016	0.28825	1.16675	0.85925	0.79725	G_10	full	3309C	B4	3309C_full
10	G	3	2016	0.25075	1.17375	0.8535	0.79225	G_10	full	3309C	B4	3309C_full
10	G	4	2016	0.293	1.2495	0.80125	0.809	G_10	full	3309C	B4	3309C_full
10	H	1	2016	0.2475	1.2325	0.8115	0.782	H_10	full	OWN	B4	OWN_full
10	H	2	2016	0.249	1.25475	0.80125	0.77925	H_10	full	OWN	B4	OWN_full
10	H	3	2016	0.249	1.17125	0.8555	0.7955	H_10	full	OWN	B4	OWN_full
10	H	4	2016	0.269	1.144	0.875	0.8045	H_10	full	OWN	B4	OWN_full
11	A	1	2016	0.2525	1.13825	0.8795	0.79225	A_11	RDI	3309C	B2	3309C_RDI
11	A	2	2016	0.2565	1.139	0.881	0.8035	A_11	RDI	3309C	B2	3309C_RDI
11	A	3	2016	0.291	1.148	0.87175	0.8145	A_11	RDI	3309C	B2	3309C_RDI
11	A	4	2016	0.26425	1.17075	0.85525	0.77425	A_11	RDI	3309C	B2	3309C_RDI
11	B	1	2016	0.275	1.16425	0.86075	0.804	B_11	RDI	1103P	B2	1103P_RDI
11	B	2	2016	0.311	1.1145	0.89875	0.8215	B_11	RDI	1103P	B2	1103P_RDI
11	B	3	2016	0.25975	1.16575	0.8585	0.79575	B_11	RDI	1103P	B2	1103P_RDI
11	B	4	2016	0.274	1.1705	0.85575	0.81075	B_11	RDI	1103P	B2	1103P_RDI
11	C	1	2016	0.275	1.163	0.86	0.806	C_11	RDI	OWN	B2	OWN_RDI
11	C	2	2016	0.28475	1.16725	0.85925	0.81925	C_11	RDI	OWN	B2	OWN_RDI
11	C	3	2016	0.25325	1.155	0.8675	0.78525	C_11	RDI	OWN	B2	OWN_RDI
11	C	4	2016	0.26875	1.13325	0.8825	0.78825	C_11	RDI	OWN	B2	OWN_RDI
11	D	1	2016	0.28375	1.172	0.85375	0.802	D_11	RDI	SO4	B2	SO4_RDI
11	D	2	2016	0.26225	1.134	0.8825	0.801	D_11	RDI	SO4	B2	SO4_RDI
11	D	3	2016	0.27825	1.164	0.85975	0.7965	D_11	RDI	SO4	B2	SO4_RDI
11	D	4	2016	0.287	1.1535	0.869	0.8055	D_11	RDI	SO4	B2	SO4_RDI
11	E	1	2016	0.259	1.16375	0.85975	0.77925	E_11	RDI	1103P	B5	1103P_RDI
11	E	2	2016	0.2815	1.1405	0.878	0.81	E_11	RDI	1103P	B5	1103P_RDI
11	E	3	2016	0.2925	1.14125	0.8805	0.82975	E_11	RDI	1103P	B5	1103P_RDI
11	E	4	2016	0.26775	1.1225	0.89225	0.802	E_11	RDI	1103P	B5	1103P_RDI
11	F	1	2016	0.289	1.1105	0.905	0.804	F_11	RDI	OWN	B5	OWN_RDI
11	F	2	2016	0.27825	1.15475	0.86625	0.7735	F_11	RDI	OWN	B5	OWN_RDI
11	F	4	2016	0.23975	1.205	0.832	0.788	F_11	RDI	OWN	B5	OWN_RDI
11	G	1	2016	0.24325	1.149	0.8725	0.78	G_11	RDI	SO4	B5	SO4_RDI
11	G	2	2016	0.2465	1.139	0.88125	0.781	G_11	RDI	SO4	B5	SO4_RDI
11	G	4	2016	0.26925	1.16275	0.8605	0.78225	G_11	RDI	SO4	B5	SO4_RDI
11	H	1	2016	0.2655	1.2025	0.83225	0.785	H_11	RDI	3309C	B5	3309C_RDI
11	H	2	2016	0.27075	1.1635	0.863	0.793	H_11	RDI	3309C	B5	3309C_RDI
11	H	3	2016	0.24025	1.142	0.8765	0.784	H_11	RDI	3309C	B5	3309C_RDI
11	H	4	2016	0.24675	1.17175	0.85375	0.78575	H_11	RDI	3309C	B5	3309C_RDI
12	A	1	2016	0.2805	1.14	0.878	0.79775	A_12	full	1103P	B2	1103P_full
12	A	2	2016	0.28425	1.1755	0.853	0.797	A_12	full	1103P	B2	1103P_full
12	A	3	2016	0.28025	1.13875	0.87925	0.78575	A_12	full	1103P	B2	1103P_full
12	A	4	2016	0.309	1.13275	0.8845	0.803	A_12	full	1103P	B2	1103P_full
12	B	1	2016	0.25475	1.17725	0.8505	0.77225	B_12	full	OWN	B2	OWN_full
12	B	2	2016	0.252	1.202	0.83425	0.797	B_12	full	OWN	B2	OWN_full
12	B	3	2016	0.247	1.14925	0.8705	0.78025	B_12	full	OWN	B2	OWN_full
12	B	4	2016	0.26925	1.14825	0.873	0.78875	B_12	full	OWN	B2	OWN_full
12	C	1	2016	0.275	1.15475	0.8675	0.7865	C_12	full	SO4	B2	SO4_full
12	C	2	2016	0.25325	1.17325	0.854	0.77875	C_12	full	SO4	B2	SO4_full
12	C	3	2016	0.25775	1.117	0.89725	0.796	C_12	full	SO4	B2	SO4_full
12	D	1	2016	0.278	1.2105	0.827	0.809	D_12	full	3309C	B2	3309C_full
12	D	2	2016	0.2905	1.17425	0.855	0.81825	D_12	full	3309C	B2	3309C_full
12	D	3	2016	0.25925	1.14	0.87825	0.79375	D_12	full	3309C	B2	3309C_full
12	E	1	2016	0.2695	1.12325	0.89075	0.79425	E_12	full	3309C	B5	3309C_full
12	E	2	2016	0.28025	1.167	0.8575	0.8115	E_12	full	3309C	B5	3309C_full
12	E	3	2016	0.3105	1.16275	0.86325	0.809	E_12	full	3309C	B5	3309C_full
12	E	4	2016	0.26725	1.198	0.835	0.78675	E_12	full	3309C	B5	3309C_full
12	F	1	2016	0.26825	1.09875	0.912	0.7945	F_12	full	SO4	B5	SO4_full
12	F	2	2016	0.2815	1.115	0.8975	0.80325	F_12	full	SO4	B5	SO4_full
12	F	3	2016	0.2775	1.18275	0.848	0.79975	F_12	full	SO4	B5	SO4_full
12	F	4	2016	0.27925	1.127	0.88775	0.798	F_12	full	SO4	B5	SO4_full
12	G	1	2016	0.268	1.1995	0.83475	0.79925	G_12	full	1103P	B5	1103P_full
12	G	2	2016	0.27	1.1685	0.8565	0.80025	G_12	full	1103P	B5	1103P_full
12	G	3	2016	0.30175	1.1445	0.87425	0.79375	G_12	full	1103P	B5	1103P_full
12	G	4	2016	0.283	1.16625	0.85825	0.7965	G_12	full	1103P	B5	1103P_full
12	H	1	2016	0.25175	1.20575	0.83	0.76725	H_12	full	OWN	B5	OWN_full
12	H	2	2016	0.261	1.17575	0.853	0.79125	H_12	full	OWN	B5	OWN_full
12	H	3	2016	0.25475	1.2055	0.831	0.771	H_12	full	OWN	B5	OWN_full
12	H	4	2016	0.242	1.14	0.886	0.793	H_12	full	OWN	B5	OWN_full
13	A	1	2016	0.29425	1.18375	0.8465	0.81325	A_13	none	SO4	B2	SO4_none
13	A	2	2016	0.2755	1.13025	0.886	0.8035	A_13	none	SO4	B2	SO4_none
13	A	3	2016	0.29325	1.12625	0.889	0.81175	A_13	none	SO4	B2	SO4_none
13	A	4	2016	0.2745	1.18875	0.84325	0.7995	A_13	none	SO4	B2	SO4_none
13	B	1	2016	0.27675	1.14425	0.87525	0.805	B_13	none	3309C	B2	3309C_none
13	B	2	2016	0.244	1.15125	0.8685	0.78775	B_13	none	3309C	B2	3309C_none
13	B	3	2016	0.26825	1.16475	0.85925	0.7915	B_13	none	3309C	B2	3309C_none
13	B	4	2016	0.2475	1.134	0.88525	0.78975	B_13	none	3309C	B2	3309C_none
13	C	1	2016	0.26125	1.14425	0.877	0.808	C_13	none	1103P	B2	1103P_none
13	C	2	2016	0.265	1.15275	0.86825	0.7755	C_13	none	1103P	B2	1103P_none
13	C	3	2016	0.26625	1.12375	0.892	0.79575	C_13	none	1103P	B2	1103P_none
13	C	4	2016	0.2735	1.18825	0.84325	0.80175	C_13	none	1103P	B2	1103P_none
13	D	1	2016	0.2395	1.1705	0.85475	0.77875	D_13	none	OWN	B2	OWN_none
13	D	2	2016	0.24225	1.11225	0.89975	0.79525	D_13	none	OWN	B2	OWN_none
13	D	3	2016	0.271	1.16075	0.863	0.79075	D_13	none	OWN	B2	OWN_none
13	D	4	2016	0.24375	1.17975	0.85125	0.782	D_13	none	OWN	B2	OWN_none
13	E	1	2016	0.27375	1.16775	0.8595	0.81225	E_13	none	OWN	B5	OWN_none
13	E	2	2016	0.25975	1.12025	0.89375	0.79875	E_13	none	OWN	B5	OWN_none
13	E	3	2016	0.25425	1.16925	0.8585	0.78275	E_13	none	OWN	B5	OWN_none
13	E	4	2016	0.26325	1.15375	0.86775	0.8115	E_13	none	OWN	B5	OWN_none
13	F	1	2016	0.286	1.11325	0.89875	0.8145	F_13	none	1103P	B5	1103P_none
13	F	2	2016	0.2565	1.12575	0.8895	0.78275	F_13	none	1103P	B5	1103P_none
13	F	3	2016	0.25825	1.17875	0.852	0.78575	F_13	none	1103P	B5	1103P_none
13	F	4	2016	0.2745	1.1365	0.8825	0.808	F_13	none	1103P	B5	1103P_none
13	G	1	2016	0.273	1.145	0.87475	0.8075	G_13	none	3309C	B5	3309C_none
13	G	2	2016	0.27225	1.1825	0.8485	0.80225	G_13	none	3309C	B5	3309C_none
13	G	3	2016	0.27375	1.16525	0.85875	0.782	G_13	none	3309C	B5	3309C_none
13	G	4	2016	0.2685	1.116	0.8965	0.799	G_13	none	3309C	B5	3309C_none
13	H	1	2016	0.2575	1.13525	0.8815	0.798	H_13	none	SO4	B5	SO4_none
13	H	2	2016	0.27625	1.15325	0.87	0.80075	H_13	none	SO4	B5	SO4_none
13	H	3	2016	0.24825	1.12625	0.88975	0.78175	H_13	none	SO4	B5	SO4_none
13	H	4	2016	0.2565	1.1505	0.872	0.79025	H_13	none	SO4	B5	SO4_none
14	A	1	2016	0.26475	1.185	0.84425	0.795	A_14	RDI	3309C	B3	3309C_RDI
14	A	2	2016	0.243	1.1695	0.857	0.76925	A_14	RDI	3309C	B3	3309C_RDI
14	A	3	2016	0.2685	1.16875	0.857	0.78825	A_14	RDI	3309C	B3	3309C_RDI
14	A	4	2016	0.26025	1.14275	0.87725	0.79875	A_14	RDI	3309C	B3	3309C_RDI
14	B	1	2016	0.24775	1.163	0.8615	0.78475	B_14	RDI	SO4	B3	SO4_RDI
14	B	2	2016	0.23975	1.164	0.8605	0.76975	B_14	RDI	SO4	B3	SO4_RDI
14	B	3	2016	0.2615	1.19875	0.835	0.79325	B_14	RDI	SO4	B3	SO4_RDI
14	B	4	2016	0.249	1.166	0.86025	0.77725	B_14	RDI	SO4	B3	SO4_RDI
14	C	1	2016	0.258	1.18625	0.84425	0.77725	C_14	RDI	OWN	B3	OWN_RDI
14	C	2	2016	0.24825	1.168	0.85775	0.7665	C_14	RDI	OWN	B3	OWN_RDI
14	C	3	2016	0.24	1.182	0.84725	0.7895	C_14	RDI	OWN	B3	OWN_RDI
14	C	4	2016	0.25225	1.15475	0.86675	0.79425	C_14	RDI	OWN	B3	OWN_RDI
14	D	1	2016	0.2495	1.16325	0.86	0.78475	D_14	RDI	1103P	B3	1103P_RDI
14	D	2	2016	0.30275	1.20075	0.8345	0.8185	D_14	RDI	1103P	B3	1103P_RDI
14	D	3	2016	0.279	1.18125	0.84925	0.78875	D_14	RDI	1103P	B3	1103P_RDI
14	D	4	2016	0.2625	1.147	0.8735	0.80075	D_14	RDI	1103P	B3	1103P_RDI
14	E	1	2016	0.2585	1.15025	0.87125	0.78275	E_14	RDI	1103P	B6	1103P_RDI
14	E	2	2016	0.29125	1.13825	0.881	0.814	E_14	RDI	1103P	B6	1103P_RDI
14	E	3	2016	0.27675	1.21275	0.82775	0.80675	E_14	RDI	1103P	B6	1103P_RDI
14	E	4	2016	0.244	1.11325	0.89875	0.77225	E_14	RDI	1103P	B6	1103P_RDI
14	F	1	2016	0.2465	1.18875	0.84175	0.7735	F_14	RDI	OWN	B6	OWN_RDI
14	F	2	2016	0.2835	1.20225	0.83675	0.81475	F_14	RDI	OWN	B6	OWN_RDI
14	F	3	2016	0.2645	1.16175	0.8635	0.7875	F_14	RDI	OWN	B6	OWN_RDI
14	F	4	2016	0.24575	1.1375	0.8825	0.784	F_14	RDI	OWN	B6	OWN_RDI
14	G	1	2016	0.29525	1.158	0.86375	0.81025	G_14	RDI	3309C	B6	3309C_RDI
14	G	2	2016	0.268	1.1935	0.84025	0.787	G_14	RDI	3309C	B6	3309C_RDI
14	G	3	2016	0.25875	1.17025	0.855	0.7975	G_14	RDI	3309C	B6	3309C_RDI
14	G	4	2016	0.26775	1.2365	0.80925	0.789	G_14	RDI	3309C	B6	3309C_RDI
14	H	1	2016	0.2595	1.18675	0.843	0.80525	H_14	RDI	SO4	B6	SO4_RDI
14	H	2	2016	0.26325	1.14175	0.877	0.80225	H_14	RDI	SO4	B6	SO4_RDI
14	H	3	2016	0.26325	1.15475	0.86725	0.78825	H_14	RDI	SO4	B6	SO4_RDI
14	H	4	2016	0.23825	1.16775	0.857	0.7925	H_14	RDI	SO4	B6	SO4_RDI
15	A	1	2016	0.25725	1.14625	0.873	0.78325	A_15	none	OWN	B3	OWN_none
15	A	2	2016	0.26525	1.13975	0.87775	0.7925	A_15	none	OWN	B3	OWN_none
15	A	3	2016	0.26225	1.18425	0.84575	0.78525	A_15	none	OWN	B3	OWN_none
15	A	4	2016	0.25775	1.125	0.89025	0.80025	A_15	none	OWN	B3	OWN_none
15	B	1	2016	0.26275	1.18175	0.848	0.80025	B_15	none	3309C	B3	3309C_none
15	B	2	2016	0.255	1.19425	0.8375	0.796	B_15	none	3309C	B3	3309C_none
15	B	3	2016	0.26925	1.144	0.876	0.80075	B_15	none	3309C	B3	3309C_none
15	B	4	2016	0.27825	1.19325	0.83925	0.802	B_15	none	3309C	B3	3309C_none
15	C	1	2016	0.24775	1.16175	0.86275	0.78675	C_15	none	1103P	B3	1103P_none
15	C	2	2016	0.27925	1.13925	0.878	0.79475	C_15	none	1103P	B3	1103P_none
15	C	3	2016	0.2595	1.1095	0.903	0.81325	C_15	none	1103P	B3	1103P_none
15	C	4	2016	0.2705	1.15	0.8715	0.7965	C_15	none	1103P	B3	1103P_none
15	D	1	2016	0.23375	1.18	0.84825	0.769	D_15	none	SO4	B3	SO4_none
15	D	2	2016	0.24525	1.13375	0.88225	0.781	D_15	none	SO4	B3	SO4_none
15	D	3	2016	0.26775	1.13875	0.8785	0.78775	D_15	none	SO4	B3	SO4_none
15	D	4	2016	0.26225	1.15275	0.873	0.7985	D_15	none	SO4	B3	SO4_none
15	E	1	2016	0.26175	1.15075	0.87	0.7875	E_15	none	3309C	B6	3309C_none
15	E	2	2016	0.28575	1.1775	0.84975	0.80175	E_15	none	3309C	B6	3309C_none
15	E	3	2016	0.2955	1.185	0.8455	0.795	E_15	none	3309C	B6	3309C_none
15	E	4	2016	0.3055	1.17625	0.85025	0.8155	E_15	none	3309C	B6	3309C_none
15	F	1	2016	0.2605	1.16225	0.8615	0.79575	F_15	none	SO4	B6	SO4_none
15	F	2	2016	0.25675	1.1615	0.86275	0.7875	F_15	none	SO4	B6	SO4_none
15	F	3	2016	0.274	1.15075	0.871	0.80125	F_15	none	SO4	B6	SO4_none
15	F	4	2016	0.2815	1.17	0.8565	0.801	F_15	none	SO4	B6	SO4_none
15	G	1	2016	0.2715	1.1735	0.85525	0.78925	G_15	none	OWN	B6	OWN_none
15	G	2	2016	0.277	1.24025	0.807	0.80575	G_15	none	OWN	B6	OWN_none
15	G	3	2016	0.28875	1.145	0.87575	0.80125	G_15	none	OWN	B6	OWN_none
15	G	4	2016	0.27125	1.1915	0.84075	0.80275	G_15	none	OWN	B6	OWN_none
15	H	1	2016	0.27075	1.16	0.865	0.79125	H_15	none	1103P	B6	1103P_none
15	H	2	2016	0.26225	1.133	0.884	0.77575	H_15	none	1103P	B6	1103P_none
15	H	3	2016	0.2535	1.1915	0.84025	0.7975	H_15	none	1103P	B6	1103P_none
15	H	4	2016	0.23775	1.159	0.86425	0.774	H_15	none	1103P	B6	1103P_none
16	A	1	2016	0.27725	1.1495	0.87125	0.78375	A_16	full	1103P	B3	1103P_full
16	A	2	2016	0.24975	1.1915	0.84	0.76975	A_16	full	1103P	B3	1103P_full
16	A	3	2016	0.26125	1.18925	0.8415	0.78375	A_16	full	1103P	B3	1103P_full
16	A	4	2016	0.26325	1.15475	0.87075	0.79075	A_16	full	1103P	B3	1103P_full
16	B	1	2016	0.276	1.158	0.865	0.79625	B_16	full	OWN	B3	OWN_full
16	B	2	2016	0.256	1.14	0.87925	0.78825	B_16	full	OWN	B3	OWN_full
16	B	3	2016	0.266	1.15425	0.86675	0.79475	B_16	full	OWN	B3	OWN_full
16	B	4	2016	0.2495	1.106	0.90725	0.795	B_16	full	OWN	B3	OWN_full
16	C	1	2016	0.27725	1.1875	0.843	0.80125	C_16	full	SO4	B3	SO4_full
16	C	2	2016	0.283	1.162	0.86125	0.8035	C_16	full	SO4	B3	SO4_full
16	C	3	2016	0.3035	1.157	0.86525	0.7975	C_16	full	SO4	B3	SO4_full
16	C	4	2016	0.261	1.1925	0.84075	0.7865	C_16	full	SO4	B3	SO4_full
16	D	1	2016	0.24925	1.1645	0.859	0.791	D_16	full	3309C	B3	3309C_full
16	D	2	2016	0.266	1.14825	0.87425	0.78475	D_16	full	3309C	B3	3309C_full
16	D	3	2016	0.27925	1.193	0.8395	0.818	D_16	full	3309C	B3	3309C_full
16	D	4	2016	0.27125	1.13425	0.884	0.8035	D_16	full	3309C	B3	3309C_full
16	E	1	2016	0.233	1.16475	0.8595	0.771	E_16	full	OWN	B6	OWN_full
16	E	2	2016	0.28525	1.1765	0.85125	0.7995	E_16	full	OWN	B6	OWN_full
16	E	3	2016	0.245	1.13875	0.88025	0.8015	E_16	full	OWN	B6	OWN_full
16	E	4	2016	0.27775	1.132	0.8855	0.795	E_16	full	OWN	B6	OWN_full
16	F	1	2016	0.25775	1.17125	0.854	0.7965	F_16	full	3309C	B6	3309C_full
16	F	2	2016	0.27875	1.195	0.83875	0.781	F_16	full	3309C	B6	3309C_full
16	F	3	2016	0.27675	1.16925	0.85825	0.79625	F_16	full	3309C	B6	3309C_full
16	F	4	2016	0.25875	1.14425	0.875	0.783	F_16	full	3309C	B6	3309C_full
16	G	1	2016	0.2705	1.17375	0.8535	0.78975	G_16	full	1103P	B6	1103P_full
16	G	2	2016	0.29125	1.181	0.84925	0.81325	G_16	full	1103P	B6	1103P_full
16	G	3	2016	0.268	1.1515	0.86975	0.7855	G_16	full	1103P	B6	1103P_full
16	G	4	2016	0.25875	1.15825	0.86375	0.796	G_16	full	1103P	B6	1103P_full
16	H	1	2016	0.29375	1.14925	0.87225	0.79325	H_16	full	SO4	B6	SO4_full
16	H	2	2016	0.269	1.19525	0.83875	0.7845	H_16	full	SO4	B6	SO4_full
16	H	3	2016	0.25875	1.13125	0.88475	0.8095	H_16	full	SO4	B6	SO4_full
16	H	4	2016	0.27875	1.186	0.84375	0.79925	H_16	full	SO4	B6	SO4_full
8	A	1	2016	0.28275	1.17675	0.853	0.8045	A_8	none	1103P	B1	1103P_none
8	A	2	2016	0.28725	1.134	0.88525	0.80575	A_8	none	1103P	B1	1103P_none
8	A	3	2016	0.2805	1.18975	0.84225	0.79475	A_8	none	1103P	B1	1103P_none
8	A	4	2016	0.28125	1.1685	0.85775	0.8095	A_8	none	1103P	B1	1103P_none
8	B	1	2016	0.30325	1.19475	0.84025	0.8085	B_8	none	3309C	B1	3309C_none
8	B	2	2016	0.254	1.15675	0.86525	0.78025	B_8	none	3309C	B1	3309C_none
8	B	3	2016	0.262	1.1755	0.855	0.79025	B_8	none	3309C	B1	3309C_none
8	B	4	2016	0.236	1.1635	0.861	0.79325	B_8	none	3309C	B1	3309C_none
8	C	1	2016	0.275	1.1655	0.86	0.7885	C_8	none	SO4	B1	SO4_none
8	C	2	2016	0.25375	1.1685	0.8575	0.78575	C_8	none	SO4	B1	SO4_none
8	C	3	2016	0.2635	1.1055	0.90525	0.8	C_8	none	SO4	B1	SO4_none
8	C	4	2016	0.24425	1.1205	0.89375	0.79325	C_8	none	SO4	B1	SO4_none
8	D	1	2016	0.2625	1.16825	0.85625	0.79425	D_8	none	OWN	B1	OWN_none
8	D	2	2016	0.272	1.19625	0.83675	0.787	D_8	none	OWN	B1	OWN_none
8	D	3	2016	0.268	1.19425	0.8375	0.7865	D_8	none	OWN	B1	OWN_none
8	D	4	2016	0.26	1.1285	0.88675	0.80175	D_8	none	OWN	B1	OWN_none
8	E	1	2016	0.249	1.15225	0.869	0.779	E_8	none	3309C	B4	3309C_none
8	E	2	2016	0.2605	1.108	0.904	0.793	E_8	none	3309C	B4	3309C_none
8	E	3	2016	0.28025	1.1975	0.83525	0.79375	E_8	none	3309C	B4	3309C_none
8	E	4	2016	0.27475	1.1585	0.86625	0.8075	E_8	none	3309C	B4	3309C_none
8	F	1	2016	0.2475	1.21475	0.824	0.786	F_8	none	OWN	B4	OWN_none
8	F	2	2016	0.25575	1.1015	0.91	0.80725	F_8	none	OWN	B4	OWN_none
8	F	3	2016	0.26525	1.1745	0.85125	0.80875	F_8	none	OWN	B4	OWN_none
8	F	4	2016	0.242	1.17925	0.85075	0.7885	F_8	none	OWN	B4	OWN_none
8	G	1	2016	0.27175	1.18975	0.84375	0.793	G_8	none	1103P	B4	1103P_none
8	G	2	2016	0.2715	1.18125	0.8475	0.79225	G_8	none	1103P	B4	1103P_none
8	G	3	2016	0.2615	1.15475	0.866	0.7955	G_8	none	1103P	B4	1103P_none
8	G	4	2016	0.28125	1.21675	0.822	0.80675	G_8	none	1103P	B4	1103P_none
8	H	1	2016	0.27125	1.1225	0.8945	0.80025	H_8	none	SO4	B4	SO4_none
8	H	2	2016	0.2665	1.15575	0.86575	0.80775	H_8	none	SO4	B4	SO4_none
8	H	3	2016	0.278	1.18225	0.851	0.80225	H_8	none	SO4	B4	SO4_none
8	H	4	2016	0.2635	1.18075	0.848	0.7875	H_8	none	SO4	B4	SO4_none
9	A	1	2016	0.234	1.228	0.8155	0.77	A_9	RDI	OWN	B1	OWN_RDI
9	A	2	2016	0.24825	1.19175	0.841	0.803	A_9	RDI	OWN	B1	OWN_RDI
9	A	3	2016	0.246	1.1615	0.8625	0.78375	A_9	RDI	OWN	B1	OWN_RDI
9	A	4	2016	0.25725	1.14975	0.87175	0.80475	A_9	RDI	OWN	B1	OWN_RDI
9	B	1	2016	0.24925	1.16775	0.85825	0.794	B_9	RDI	1103P	B1	1103P_RDI
9	B	2	2016	0.281	1.159	0.863	0.7905	B_9	RDI	1103P	B1	1103P_RDI
9	B	3	2016	0.289	1.19475	0.839	0.8035	B_9	RDI	1103P	B1	1103P_RDI
9	B	4	2016	0.261	1.15525	0.86725	0.79525	B_9	RDI	1103P	B1	1103P_RDI
9	C	1	2016	0.236	1.2035	0.83325	0.7645	C_9	RDI	3309C	B1	3309C_RDI
9	C	2	2016	0.2805	1.1865	0.84375	0.79575	C_9	RDI	3309C	B1	3309C_RDI
9	C	3	2016	0.254	1.18725	0.84425	0.783	C_9	RDI	3309C	B1	3309C_RDI
9	C	4	2016	0.27525	1.14425	0.877	0.7895	C_9	RDI	3309C	B1	3309C_RDI
9	D	1	2016	0.279	1.24375	0.809	0.79875	D_9	RDI	SO4	B1	SO4_RDI
9	D	2	2016	0.265	1.157	0.8645	0.79675	D_9	RDI	SO4	B1	SO4_RDI
9	D	3	2016	0.26225	1.16775	0.85675	0.7785	D_9	RDI	SO4	B1	SO4_RDI
9	D	4	2016	0.23325	1.1655	0.859	0.7775	D_9	RDI	SO4	B1	SO4_RDI
9	E	1	2016	0.27325	1.1825	0.84725	0.771	E_9	RDI	OWN	B4	OWN_RDI
9	E	2	2016	0.268	1.0875	0.92175	0.78575	E_9	RDI	OWN	B4	OWN_RDI
9	E	3	2016	0.26625	1.2105	0.82875	0.78975	E_9	RDI	OWN	B4	OWN_RDI
9	E	4	2016	0.224	1.24725	0.80275	0.76175	E_9	RDI	OWN	B4	OWN_RDI
9	F	1	2016	0.26275	1.18525	0.84525	0.78975	F_9	RDI	3309C	B4	3309C_RDI
9	F	2	2016	0.25075	1.162	0.86175	0.80175	F_9	RDI	3309C	B4	3309C_RDI
9	F	3	2016	0.2825	1.13125	0.88475	0.7945	F_9	RDI	3309C	B4	3309C_RDI
9	F	4	2016	0.29075	1.18175	0.849	0.796	F_9	RDI	3309C	B4	3309C_RDI
9	G	1	2016	0.24825	1.16825	0.861	0.77725	G_9	RDI	SO4	B4	SO4_RDI
9	G	2	2016	0.293	1.196	0.83625	0.7975	G_9	RDI	SO4	B4	SO4_RDI
9	G	3	2016	0.32525	1.22525	0.81775	0.8265	G_9	RDI	SO4	B4	SO4_RDI
9	G	4	2016	0.265	1.1505	0.86975	0.7775	G_9	RDI	SO4	B4	SO4_RDI
9	H	1	2016	0.26675	1.15625	0.86575	0.784	H_9	RDI	1103P	B4	1103P_RDI
9	H	2	2016	0.27775	1.12825	0.888	0.7975	H_9	RDI	1103P	B4	1103P_RDI
9	H	3	2016	0.26375	1.11	0.9015	0.772	H_9	RDI	1103P	B4	1103P_RDI
9	H	4	2016	0.26525	1.2085	0.829	0.78775	H_9	RDI	1103P	B4	1103P_RDI
